J,22,3.268945
T,125,18.573551
Q,11,1.634473
Z,32,4.754829
P,15,2.228826
U,46,6.835067
I,14,2.080238
R,63,9.361070
K,65,9.658247
O,61,9.063893
A,28,4.160475
C,11,1.634473
S,24,3.566122
L,13,1.931649
B,15,2.228826
F,20,2.971768
D,19,2.823180
G,14,2.080238
E,31,4.606241
M,8,1.188707
W,14,2.080238
H,15,2.228826
V,2,0.297177
Y,3,0.445765
N,2,0.297177
,,,razem: ,673

,,,INFORMATION STORAGE AND PROCESSING: ,143
,,,CELLULAR PROCESSES AND SIGNALING: ,312
,,,METABOLISM: ,131
,,,POORLY CHARACTERIZED: ,87
